"","WillowSubNo","PayCode","movieCheck","trialNo","itemId","eventOrder","blockOrder","eventType","condition","manner","result","verbName","verbMeaning","seeAmbigV1","seeAmbigV2","seeBiasV1","seeBiasV2","seeTrain1a","seeTrain2a","seeTrain3a","seeTrain1b","seeTrain2b","seeTrain3b","seeTestV1","seeTestV2","ambigS","ambigV","bias1","bias2","biasV1Ans","bias1RESP","biasV2Ans","bias2RESP","test1","test2","testV1Ans","test1RESP","testV2Ans","test2RESP","catchTrialNum","catchOrderedNum","catchTrialRESP","commentCheck","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Comments","Answer.English","Answer.country","Approve","Reject","trialCount","SubNo"
"151","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","14","1","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","crabwalk","into","krading","crabwalk","1","1","1","0","1","1","1","0","1","1","1","1","The monster is krading into the garage.","crabwalk.into.garage","crabwalk.down.birdhouse","hop.into.cabin","1","1","0","0","roll.into.tower","crabwalk.up.policebox","0","","1","","2 5 9 3 2","    22359","22359","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"155","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","15","2","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","crawl","down","glipping","crawl","1","0","1","0","1","1","1","0","1","1","1","1","The monster is glipping down to the clown.","crawl.down.clown","flapwalk.down.frog","crawl.into.cave","0","0","1","1","crawl.around.birdhouse","stoopwalk.down.lamp","1","","0","","4 3 5 9 6","    34569","34569","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"150","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","16","7","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","tiptoe","over","birking","tiptoe","1","0","0","0","1","1","1","0","1","1","1","1","The monster is birking over the cone.","tiptoe.over.cone","tiptoe.front.snowplow","stoopwalk.over.haystack","1","1","0","0","flapwalk.over.plane","tiptoe.between.pigs","0","","1","","2 9 7 1","   1279","1279","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"148","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","2","1","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","bat","break","blicking","bat","0","0","1","1","1","1","1","1","1","1","1","0","The monster is blicking the record.","bat.break.record","bat.flatten.cupcake","comb.break.cookies","1","1","0","0","bat.open.babybottle","pliers.break.eyeglasses","1","1","0","0","1 1 5 2 2","    11225","11225","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"147","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","3","8","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","trowel","flatten","rolting","trowel","1","1","1","1","1","1","1","1","1","1","1","1","The monster is rolting the sand.","trowel.flatten.sand","crowbar.flatten.donut","trowel.break.flowerpot","0","0","1","1","knife.flatten.sponge","trowel.rip.sack","0","0","1","1","3 9 0 3 9","    03399","03399","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"149","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","4","7","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","poker","empty","wugging","poker","0","0","1","1","0","1","1","0","1","1","1","1","The monster is wugging the trash.","poker.empty.trash","poker.crush.car","knife.empty.goblet","1","1","0","0","poker.bend.lamp","crowbar.empty.detergentcontainer","1","0","0","0","6 2 3 1 5","    12356","12356","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"156","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","5","5","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","knife","cut","gorping","knife","0","1","1","1","1","1","1","0","1","1","1","1","The monster is gorping the bread.","knife.cut.bread","knife.bend.fork","poker.cut.curtain","1","1","0","1","knife.crush.apple","trowel.cut.cheese","1","1","0","0","9 8 6 1 6","    16689","16689","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"152","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","6","2","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","comb","rip","gossing","comb","0","1","1","1","0","1","1","1","1","1","0","1","The monster is gossing the armchair.","comb.rip.armchair","bat.rip.kite","comb.open.book","0","0","1","1","hammer.rip.shirt","comb.flatten.burger","0","0","1","1","1 3 3 5 7","    13357","13357","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"159","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","7","3","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","crowbar","open","zicking","crowbar","1","0","0","0","1","1","1","1","1","1","1","1","The monster is zicking the grill.","crowbar.open.grill","crowbar.rip.pillow","trowel.open.door","1","1","0","0","crowbar.break.shoe","poker.open.window","1","1","0","0","9 9 1 9","   1999","1999","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"158","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","8","4","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","hammer","crush","nibbing","hammer","1","1","1","0","1","1","1","0","1","1","1","1","The monster is nibbing the strawberries.","hammer.crush.strawberries","pliers.crush.candycanes","hammer.empty.brushcontainer","0","0","1","1","comb.crush.juicebox","hammer.cut.watermelon","0","0","1","1","5 9 6 4 1","    14569","14569","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"154","125","a1a1613a12a125","A red ball chased a smaller green ball across the screen","9","6","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","stoopwalk","through","pimming","stoopwalk","0","1","1","0","1","1","1","0","1","1","1","1","The monster is pimming through the flowers.","stoopwalk.through.flowers","tiptoe.through.lighthouse","stoopwalk.between.swings","0","0","1","1","stoopwalk.front.fishtank","crawl.through.pyramid","1","","0","","5 3 8 9 5","    35589","35589","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2NMCF806UFBNSIDIIY63F5S1LAN0EK","A3QSDZ8AAGZDKC","Submitted","Thu Sep 26 16:52:39 GMT 2013","Thu Sep 26 18:49:47 GMT 2013","Sun Oct 06 11:49:47 PDT 2013","",NA,NA,7028,"100% (1/1)","0% (0/0)","0% (0/0)","Please, PLEASE make the study remember where you were if it crashes! My study crashed halfway through and I had to start all over from the beginning after I'd been working on it 40+ minutes.","yes","USA",NA,NA,16,"10"
"1590","71","g2436849d2e71","A large red ball chasing a small green ball.","1","3","b1Causal_b2Motion","b1Effect_b2Motion","Causal","Effect","crowbar","open","zicking","open","1","1","1","1","1","1","1","1","1","1","1","1","The monster is zicking the grill.","crowbar.open.grill","crowbar.rip.pillow","trowel.open.door","1","1","0","0","crowbar.break.shoe","poker.open.window","0","0","1","1","4 2 5 8 0","    02458","02458","","24192NJKM05BZ9BW5BN2MTPBFETAFN","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 14:00:50 GMT 2013",40,"BatchId:1284637;",14400,864000,"Tue Oct 08 14:00:50 GMT 2013",NA,NA,"2ERMAZHHRRLF3Q6PB8IH7KHTPAJMD3","A2LK12UG9VA49J","Submitted","Thu Oct 03 14:53:30 GMT 2013","Thu Oct 03 15:27:31 GMT 2013","Sun Oct 13 08:27:31 PDT 2013",NA,NA,NA,2041,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"100"
"1588","71","g2436849d2e71","A large red ball chasing a small green ball.","10","7","b1Causal_b2Motion","b1Effect_b2Motion","Motion","Manner","tiptoe","over","birking","tiptoe","1","1","1","1","1","1","1","1","1","1","1","1","The monster is birking over the cone.","tiptoe.over.cone","tiptoe.front.snowplow","stoopwalk.over.haystack","1","1","0","0","flapwalk.over.plane","tiptoe.between.pigs","0","","1","","2 7 1 4","   1247","1247","","24192NJKM05BZ9BW5BN2MTPBFETAFN","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 14:00:50 GMT 2013",40,"BatchId:1284637;",14400,864000,"Tue Oct 08 14:00:50 GMT 2013",NA,NA,"2ERMAZHHRRLF3Q6PB8IH7KHTPAJMD3","A2LK12UG9VA49J","Submitted","Thu Oct 03 14:53:30 GMT 2013","Thu Oct 03 15:27:31 GMT 2013","Sun Oct 13 08:27:31 PDT 2013",NA,NA,NA,2041,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"100"
"1593","71","g2436849d2e71","A large red ball chasing a small green ball.","11","2","b1Causal_b2Motion","b1Effect_b2Motion","Motion","Manner","crawl","down","glipping","crawl","1","1","1","1","1","1","1","1","1","1","1","1","The monster is glipping down to the clown.","crawl.down.clown","flapwalk.down.frog","crawl.into.cave","0","0","1","1","crawl.around.birdhouse","stoopwalk.down.lamp","1","","0","","8 9 1 2","   1289","1289","","24192NJKM05BZ9BW5BN2MTPBFETAFN","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 14:00:50 GMT 2013",40,"BatchId:1284637;",14400,864000,"Tue Oct 08 14:00:50 GMT 2013",NA,NA,"2ERMAZHHRRLF3Q6PB8IH7KHTPAJMD3","A2LK12UG9VA49J","Submitted","Thu Oct 03 14:53:30 GMT 2013","Thu Oct 03 15:27:31 GMT 2013","Sun Oct 13 08:27:31 PDT 2013",NA,NA,NA,2041,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"100"
"1592","71","g2436849d2e71","A large red ball chasing a small green ball.","12","8","b1Causal_b2Motion","b1Effect_b2Motion","Motion","Manner","walk","front","dacking","walk","1","1","1","1","1","1","1","1","1","1","1","1","The monster is dacking in front of the elephant. ","walk.front.elephant","roll.front.giraffe","walk.over.sandpile","0","0","1","1","walk.through.hut","hop.front.bunny","1","","0","","9 2 8 7 6","    26789","26789","","24192NJKM05BZ9BW5BN2MTPBFETAFN","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 14:00:50 GMT 2013",40,"BatchId:1284637;",14400,864000,"Tue Oct 08 14:00:50 GMT 2013",NA,NA,"2ERMAZHHRRLF3Q6PB8IH7KHTPAJMD3","A2LK12UG9VA49J","Submitted","Thu Oct 03 14:53:30 GMT 2013","Thu Oct 03 15:27:31 GMT 2013","Sun Oct 13 08:27:31 PDT 2013",NA,NA,NA,2041,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"100"
"1597","71","g2436849d2e71","A large red ball chasing a small green ball.","13","6","b1Causal_b2Motion","b1Effect_b2Motion","Motion","Manner","stoopwalk","through","pimming","stoopwalk","1","1","1","1","1","1","1","1","1","1","1","1","The monster is pimming through the flowers.","stoopwalk.through.flowers","tiptoe.through.lighthouse","stoopwalk.between.swings","0","0","1","1","stoopwalk.front.fishtank","crawl.through.pyramid","1","","0","","3 3 4 8 5","    33458","33458","","24192NJKM05BZ9BW5BN2MTPBFETAFN","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 14:00:50 GMT 2013",40,"BatchId:1284637;",14400,864000,"Tue Oct 08 14:00:50 GMT 2013",NA,NA,"2ERMAZHHRRLF3Q6PB8IH7KHTPAJMD3","A2LK12UG9VA49J","Submitted","Thu Oct 03 14:53:30 GMT 2013","Thu Oct 03 15:27:31 GMT 2013","Sun Oct 13 08:27:31 PDT 2013",NA,NA,NA,2041,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"100"
"1587","71","g2436849d2e71","A large red ball chasing a small green ball.","14","1","b1Causal_b2Motion","b1Effect_b2Motion","Motion","Manner","crabwalk","into","krading","crabwalk","1","1","1","1","1","1","1","1","1","1","1","1","The monster is krading into the garage.","crabwalk.into.garage","crabwalk.down.birdhouse","hop.into.cabin","1","1","0","0","roll.into.tower","crabwalk.up.policebox","0","","1","","8 9 8 1 4","    14889","14889","","24192NJKM05BZ9BW5BN2MTPBFETAFN","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 14:00:50 GMT 2013",40,"BatchId:1284637;",14400,864000,"Tue Oct 08 14:00:50 GMT 2013",NA,NA,"2ERMAZHHRRLF3Q6PB8IH7KHTPAJMD3","A2LK12UG9VA49J","Submitted","Thu Oct 03 14:53:30 GMT 2013","Thu Oct 03 15:27:31 GMT 2013","Sun Oct 13 08:27:31 PDT 2013",NA,NA,NA,2041,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"100"
"1600","71","g2436849d2e71","A large red ball chasing a small green ball.","15","3","b1Causal_b2Motion","b1Effect_b2Motion","Motion","Manner","flapwalk","up","zarking","flapwalk","1","1","1","1","1","1","1","1","1","1","1","1","The monster is zarking up to the cat.","flapwalk.up.cat","flapwalk.around.horse","crawl.up.swan","1","1","0","0","tiptoe.up.well","flapwalk.into.igloo","0","","1","","9 8 9 9 2","    28999","28999","","24192NJKM05BZ9BW5BN2MTPBFETAFN","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 14:00:50 GMT 2013",40,"BatchId:1284637;",14400,864000,"Tue Oct 08 14:00:50 GMT 2013",NA,NA,"2ERMAZHHRRLF3Q6PB8IH7KHTPAJMD3","A2LK12UG9VA49J","Submitted","Thu Oct 03 14:53:30 GMT 2013","Thu Oct 03 15:27:31 GMT 2013","Sun Oct 13 08:27:31 PDT 2013",NA,NA,NA,2041,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"100"
"1596","71","g2436849d2e71","A large red ball chasing a small green ball.","16","4","b1Causal_b2Motion","b1Effect_b2Motion","Motion","Manner","hop","around","molking","hop","1","1","1","1","1","1","1","1","1","1","1","1","The monster is molking around the penguin.","hop.around.penguin","crabwalk.around.firehouse","hop.up.deer","0","0","1","1","hop.down.gazeebo","walk.around.goat","1","","0","","6 9 5 7 9","    56799","56799","","24192NJKM05BZ9BW5BN2MTPBFETAFN","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 14:00:50 GMT 2013",40,"BatchId:1284637;",14400,864000,"Tue Oct 08 14:00:50 GMT 2013",NA,NA,"2ERMAZHHRRLF3Q6PB8IH7KHTPAJMD3","A2LK12UG9VA49J","Submitted","Thu Oct 03 14:53:30 GMT 2013","Thu Oct 03 15:27:31 GMT 2013","Sun Oct 13 08:27:31 PDT 2013",NA,NA,NA,2041,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"100"
